config,dataset,seed,best_epoch,alpha,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_acc,prec_at_rec_0.2,prec_at_rec_0.4,prec_at_rec_0.6,split,n_ood,n_ood_pos,ckpt
protocl_gnn,wild_ood,42,2,0.6000000000000001,0.37499999999999994,0.6558558558558558,0.15656565656565657,0.5636363636363636,0.2450592885375494,0.660209090909091,0.17370440699528927,0.6148181818181818,0.24793388429752067,0.18532818532818532,0.15296803652968036,wild_ood,1110,110,C:\Users\admin\Desktop\NIR_1st_sem\results_publish\seed_42\protocl_best.pt
bilstm_ref,wild_ood,42,2,0.6000000000000001,0.37499999999999994,0.8747747747747747,0.08571428571428572,0.02727272727272727,0.041379310344827586,0.5190818181818182,0.10201757751543841,0.4976363636363636,0.11091549295774648,0.11091549295774648,0.10960960960960961,wild_ood,1110,110,C:\Users\admin\Desktop\NIR_1st_sem\results_publish\seed_42\protocl_best.pt
protocl_late_fusion,wild_ood,42,2,0.6000000000000001,0.37499999999999994,0.8738738738738738,0.10526315789473684,0.03636363636363636,0.05405405405405406,0.6422181818181818,0.14679095811752516,0.5011818181818182,0.20454545454545456,0.16558441558441558,0.14228456913827656,wild_ood,1110,110,C:\Users\admin\Desktop\NIR_1st_sem\results_publish\seed_42\protocl_best.pt
