config,dataset,ablation,seed,best_epoch,n_train,n_val,n_test,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_acc,prec_at_rec_0.2,prec_at_rec_0.4,prec_at_rec_0.6
protocl_gnn,reveal,nofusion,42,4,17051,2273,3410,0.8475073313782991,0.2777777777777778,0.34226190476190477,0.30666666666666664,0.7403114059547046,0.2478662971753091,0.6224972503640362,0.32075471698113206,0.26785714285714285,0.2050761421319797
