config,dataset,ablation,seed,best_epoch,n_train,n_val,n_test,alpha,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_acc,prec_at_rec_0.2,prec_at_rec_0.4,prec_at_rec_0.6
protocl_gnn,reveal,nomotif,42,1,17051,2273,3410,,,0.8524926686217009,0.2864450127877238,0.3333333333333333,0.3081155433287483,0.7374862518201817,0.26004796847317646,0.6212860550856647,0.35602094240837695,0.26356589147286824,0.20058997050147492
bilstm_ref,reveal,nomotif,42,1,17051,2273,3410,,,0.826099706744868,0.2995319812792512,0.5714285714285714,0.3930399181166837,0.8137339475477894,0.2610971775384907,0.7126824054280138,0.30625,0.30625,0.3047337278106509
protocl_late_fusion,reveal,nomotif,42,1,17051,2273,3410,0.45,0.475,0.8246334310850439,0.30791788856304986,0.625,0.412573673870334,0.8207605260711962,0.29199180280700415,0.7357270657124269,0.35064935064935066,0.33014354066985646,0.3099236641221374
