accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_acc,prec_at_rec_0.2,prec_at_rec_0.4,prec_at_rec_0.6,group,name,n,n_pos
0.9426048565121413,0.0,0.0,0.0,0.5629677839245038,0.039955640365830714,0.4863325740318907,0.05747126436781609,0.04081632653061224,0.04081632653061224,project,freerdp/freerdp,453,14
0.8980891719745223,0.0,0.0,0.0,0.7544326241134751,0.2789599178676391,0.5,0.4,0.3,0.17721518987341772,project,vim/vim,157,16
0.9485294117647058,0.25,0.2,0.2222222222222222,0.8732824427480915,0.251816976127321,0.5885496183206107,0.4,0.4,0.375,project,gnome/libxml2,136,5
0.945054945054945,0.0,0.0,0.0,0.844186046511628,0.196078431372549,0.5,0.25,0.25,0.25,project,libssh2/libssh2,91,5
0.9113924050632911,0.0,0.0,0.0,0.6301369863013698,0.12842319234634225,0.4931506849315068,0.18181818181818182,0.18181818181818182,0.18181818181818182,project,hashcat/hashcat,79,6
0.8142857142857143,0.0,0.0,0.0,0.46083788706739526,0.1252897728872261,0.4672131147540984,0.16129032258064516,0.16129032258064516,0.14545454545454545,project,radareorg/radare2,70,9
0.5161290322580645,0.0,0.0,0.0,0.5,0.44474468309518467,0.47058823529411764,0.5333333333333333,0.5333333333333333,0.5294117647058824,project,openssl/openssl,31,14
0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,0.6904761904761905,0.5,0.8,0.8,0.75,project,python/cpython,27,9
0.9615384615384616,0.0,0.0,0.0,0.52,0.07692307692307693,0.5,0.07692307692307693,0.07692307692307693,0.07692307692307693,project,redis/redis,26,1
0.391304347826087,0.0,0.0,0.0,0.7222222222222222,0.8164115646258503,0.5,1.0,0.875,0.75,project,torvalds/linux,23,14
0.0,0.0,0.0,0.0,nan,1.0,0.0,nan,nan,nan,project,libevent/libevent,6,6
0.0,0.0,0.0,0.0,nan,1.0,0.0,nan,nan,nan,project,imagemagick/imagemagick,4,4
0.6666666666666666,1.0,0.6666666666666666,0.8,nan,1.0,0.3333333333333333,nan,nan,nan,project,pnggroup/libpng,3,3
0.9736842105263158,0.0,0.0,0.0,0.794074074074074,0.06818783068783069,0.49333333333333335,0.1111111111111111,0.1111111111111111,0.1111111111111111,cwe,CWE-191,228,3
0.852760736196319,0.0,0.0,0.0,0.5698099415204678,0.13942127199150872,0.4826388888888889,0.18518518518518517,0.18518518518518517,0.15730337078651685,cwe,CWE-125,163,19
0.8870967741935484,0.0,0.0,0.0,0.5602678571428572,0.1527780734657153,0.49107142857142855,0.17647058823529413,0.1282051282051282,0.1282051282051282,cwe,CWE-121,124,12
0.7545454545454545,0.0,0.0,0.0,0.6816591704147926,0.32280873639925506,0.47701149425287354,0.4166666666666667,0.4166666666666667,0.3333333333333333,cwe,CWE-787,110,23
0.941747572815534,1.0,0.14285714285714285,0.25,0.7351190476190476,0.29374925645934047,0.5714285714285714,0.3333333333333333,0.1875,0.16216216216216217,cwe,CWE-190,103,7
0.8369565217391305,0.3333333333333333,0.15384615384615385,0.21052631578947367,0.6601752677702045,0.30717305616902885,0.5516066212268744,0.25925925925925924,0.25925925925925924,0.23076923076923078,cwe,CWE-416,92,13
0.8783783783783784,0.5,0.1111111111111111,0.18181818181818182,0.7145299145299144,0.32100368767035437,0.5478632478632479,0.6666666666666666,0.2857142857142857,0.25,cwe,CWE-122,74,9
0.9242424242424242,0.0,0.0,0.0,0.6330645161290323,0.1020615639150122,0.49193548387096775,0.125,0.125,0.10344827586206896,cwe,CWE-193,66,4
0.9365079365079365,0.0,0.0,0.0,0.6277777777777778,0.0863157894736842,0.49166666666666664,0.1,0.08,0.08,cwe,CWE-908,63,3
0.7575757575757576,0.0,0.0,0.0,0.45,0.25347434823241277,0.5,0.2857142857142857,0.2857142857142857,0.25806451612903225,cwe,CWE-476,33,8
0.8928571428571429,0.0,0.0,0.0,0.7999999999999999,0.49831649831649827,0.5,1.0,0.2727272727272727,0.2727272727272727,cwe,CWE-415,28,3
0.9615384615384616,0.0,0.0,0.0,0.64,0.1,0.5,0.1,0.1,0.1,cwe,CWE-252,26,1
0.92,0.0,0.0,0.0,0.7391304347826088,0.25,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,cwe,CWE-189,25,2
0.9565217391304348,0.0,0.0,0.0,0.7727272727272727,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,cwe,CWE-59,23,1
0.9565217391304348,0.0,0.0,0.0,0.7727272727272727,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,cwe,CWE-22,23,1
0.7692307692307693,0.0,0.0,0.0,0.19999999999999998,0.1930846930846931,0.5,0.23076923076923078,0.23076923076923078,0.23076923076923078,cwe,CWE-617,13,3
0.8181818181818182,0.0,0.0,0.0,0.5555555555555556,0.26666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,cwe,CWE-362,11,2
0.7777777777777778,0.0,0.0,0.0,0.4285714285714286,0.29166666666666663,0.5,0.3333333333333333,0.3333333333333333,0.25,cwe,CWE-120,9,2
0.0,0.0,0.0,0.0,nan,1.0,0.0,nan,nan,nan,cwe,CWE-78,8,8
1.0,0.0,0.0,0.0,nan,0.0,0.5,nan,nan,nan,cwe,CWE-77,7,0
1.0,0.0,0.0,0.0,nan,0.0,0.5,nan,nan,nan,cwe,CWE-184,7,0
0.0,0.0,0.0,0.0,nan,1.0,0.0,nan,nan,nan,cwe,CWE-825,4,4
