config,dataset,ablation,seed,best_epoch,n_train,n_val,n_test,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_acc,prec_at_rec_0.2,prec_at_rec_0.4,prec_at_rec_0.6
protocl_gnn,reveal,nofusion,44,2,17051,2273,3410,0.8334310850439882,0.27692307692307694,0.42857142857142855,0.3364485981308411,0.7475209708151316,0.3149989807424661,0.6531276140905289,0.422360248447205,0.29867256637168144,0.21837837837837837
