config,dataset,ablation,seed,best_epoch,n_train,n_val,n_test,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_acc,prec_at_rec_0.2,prec_at_rec_0.4,prec_at_rec_0.6
protocl_gnn,reveal,nofusion,43,3,17051,2273,3410,0.8501466275659824,0.3173277661795407,0.4523809523809524,0.37300613496932516,0.7858149766087307,0.37545378160347903,0.6730024475632803,0.45161290322580644,0.35714285714285715,0.26053639846743293
