best_epoch_cell,best_epoch_mean,best_epoch_std,config,f1_cell,f1_mean,f1_std,n_seeds,pr_auc_cell,pr_auc_mean,pr_auc_std,prec_at_rec_0.2_cell,prec_at_rec_0.2_mean,prec_at_rec_0.2_std,prec_at_rec_0.4_cell,prec_at_rec_0.4_mean,prec_at_rec_0.4_std,prec_at_rec_0.6_cell,prec_at_rec_0.6_mean,prec_at_rec_0.6_std,precision_cell,precision_mean,precision_std,recall_cell,recall_mean,recall_std,roc_auc_cell,roc_auc_mean,roc_auc_std
3.000 ± 1.000,3.0,1.0,protocl_gnn,0.339 ± 0.033,0.338707133255611,0.033227353180056686,3,0.313 ± 0.064,0.3127730198404181,0.06382286206470382,0.398 ± 0.069,0.3982426228847145,0.06868195631962476,0.308 ± 0.045,0.3078908554572271,0.04535104556816822,0.228 ± 0.029,0.227996972992597,0.02895424027604682,0.291 ± 0.023,0.2906762069601318,0.02308488325738299,0.408 ± 0.058,0.4077380952380953,0.05794024504146364,0.758 ± 0.024,0.7578824511261889,0.024457390319570248
